ticket_id,customer_id,complaint_category,complaint_date,severity
TICKET000448,CUST018832,Incorrect Charges,2024-09-28,6
TICKET000449,CUST007287,ATM Withdrawal Failed,2024-12-26,4
TICKET000450,CUST049080,Card Not Working,2025-02-06,10
TICKET000451,CUST059853,Loan Application Rejected,2024-09-20,0
TICKET000452,CUST099633,Delayed Refund,2025-02-27,7
TICKET000453,CUST050818,Delayed Refund,2024-12-27,7
TICKET000454,CUST048182,Poor Customer Service,2025-01-24,7
TICKET000455,CUST070828,Loan Application Rejected,2025-03-02,1
TICKET000456,CUST084729,Card Not Working,2024-06-22,7
TICKET000457,CUST047658,Mobile App Issues,2024-09-11,9
TICKET000458,CUST034775,Mobile App Issues,2024-08-09,0
TICKET000459,CUST003737,Delayed Refund,2024-06-07,4
TICKET000460,CUST054429,Card Not Working,2024-05-26,4
TICKET000461,CUST091898,Card Not Working,2024-05-21,7
TICKET000462,CUST007265,Poor Customer Service,2024-08-20,0
TICKET000463,CUST050461,ATM Withdrawal Failed,2025-01-30,8
TICKET000464,CUST076695,Incorrect Charges,2025-01-14,2
TICKET000465,CUST003155,Mobile App Issues,2024-08-13,1
TICKET000466,CUST068029,Card Not Working,2024-09-26,6
TICKET000467,CUST029234,ATM Withdrawal Failed,2024-05-30,5
TICKET000468,CUST078015,Delayed Refund,2025-03-31,3
TICKET000469,CUST089869,Card Not Working,2025-05-04,0
TICKET000470,CUST079740,Delayed Refund,2024-11-21,3
TICKET000471,CUST059682,Delayed Refund,2024-09-13,1
TICKET000472,CUST090125,Card Not Working,2024-09-23,2
TICKET000473,CUST099142,Delayed Refund,2025-03-31,2
TICKET000474,CUST067537,Poor Customer Service,2024-11-26,1
TICKET000475,CUST058048,Loan Application Rejected,2024-06-14,5
TICKET000476,CUST041871,Loan Application Rejected,2025-03-02,5
TICKET000477,CUST057057,ATM Withdrawal Failed,2024-09-13,9
TICKET000478,CUST048757,Mobile App Issues,2024-08-16,7
TICKET000479,CUST097786,KYC Verification Delay,2024-12-01,3
TICKET000480,CUST095511,KYC Verification Delay,2024-12-10,8
TICKET000481,CUST054588,Incorrect Charges,2024-09-10,4
TICKET000482,CUST019073,Unauthorized Transaction,2025-02-13,0
TICKET000483,CUST007080,ATM Withdrawal Failed,2024-11-05,9
TICKET000484,CUST069613,Mobile App Issues,2025-04-26,10
TICKET000485,CUST066846,Mobile App Issues,2024-07-29,2
TICKET000486,CUST098796,ATM Withdrawal Failed,2024-11-06,5
TICKET000487,CUST030528,KYC Verification Delay,2024-06-25,5
TICKET000488,CUST012443,ATM Withdrawal Failed,2024-08-04,10
TICKET000489,CUST020627,Unauthorized Transaction,2025-05-06,10
TICKET000490,CUST029419,Loan Application Rejected,2024-05-20,10
TICKET000491,CUST071458,Mobile App Issues,2024-05-25,5
TICKET000492,CUST046356,Unauthorized Transaction,2024-12-27,4
TICKET000493,CUST018118,ATM Withdrawal Failed,2024-08-17,2
TICKET000494,CUST095061,Card Not Working,2025-05-06,3
TICKET000495,CUST014138,Card Not Working,2024-11-13,8
TICKET000496,CUST045887,Delayed Refund,2025-04-22,2
TICKET000497,CUST003640,Mobile App Issues,2024-11-08,9
TICKET000498,CUST034534,Unauthorized Transaction,2024-09-26,8
TICKET000499,CUST077071,Unauthorized Transaction,2025-01-21,2
TICKET000500,CUST087633,ATM Withdrawal Failed,2024-06-24,8
TICKET000501,CUST011585,Incorrect Charges,2024-11-08,7
TICKET000502,CUST071363,Account Locked,2025-02-12,7
TICKET000503,CUST028455,Account Locked,2024-08-02,4
TICKET000504,CUST069120,Loan Application Rejected,2024-05-26,6
TICKET000505,CUST009152,Card Not Working,2025-01-18,8
TICKET000506,CUST065251,Poor Customer Service,2024-09-08,3
TICKET000507,CUST006179,ATM Withdrawal Failed,2025-04-04,6
TICKET000508,CUST012901,Poor Customer Service,2024-07-15,4
TICKET000509,CUST099779,Card Not Working,2024-11-18,10
TICKET000510,CUST068101,Account Locked,2024-07-03,5
TICKET000511,CUST091341,ATM Withdrawal Failed,2024-10-01,8
TICKET000512,CUST076191,ATM Withdrawal Failed,2024-08-24,9
TICKET000513,CUST031174,ATM Withdrawal Failed,2025-05-03,0
TICKET000514,CUST007916,Poor Customer Service,2024-10-08,6
TICKET000515,CUST085820,KYC Verification Delay,2024-12-26,6
TICKET000516,CUST096892,Unauthorized Transaction,2024-10-04,2
TICKET000517,CUST010107,Incorrect Charges,2025-02-05,6
TICKET000518,CUST052191,Card Not Working,2024-11-17,1
TICKET000519,CUST052788,Incorrect Charges,2025-02-03,8
TICKET000520,CUST076621,Incorrect Charges,2024-11-03,6
TICKET000521,CUST097842,Loan Application Rejected,2024-10-17,0
TICKET000522,CUST024632,Mobile App Issues,2024-07-02,5
TICKET000523,CUST099412,KYC Verification Delay,2024-12-09,3
TICKET000524,CUST019480,Mobile App Issues,2024-11-17,3
TICKET000525,CUST073863,Unauthorized Transaction,2025-01-22,7
TICKET000526,CUST057164,Incorrect Charges,2025-03-22,9
TICKET000527,CUST086769,Card Not Working,2024-10-17,6
TICKET000528,CUST033771,Card Not Working,2024-07-31,0
TICKET000529,CUST092733,Unauthorized Transaction,2025-03-02,0
TICKET000530,CUST047493,KYC Verification Delay,2024-06-26,4
TICKET000531,CUST006822,ATM Withdrawal Failed,2024-12-03,2
TICKET000532,CUST075753,Poor Customer Service,2024-06-24,2
TICKET000533,CUST012544,Account Locked,2025-04-16,8
TICKET000534,CUST063155,Unauthorized Transaction,2024-06-09,2
TICKET000535,CUST080509,KYC Verification Delay,2024-08-20,9
TICKET000536,CUST075363,Loan Application Rejected,2025-01-10,8
TICKET000537,CUST053817,Poor Customer Service,2025-05-08,2
TICKET000538,CUST023622,Mobile App Issues,2024-12-31,7
TICKET000539,CUST031288,Poor Customer Service,2025-01-16,9
TICKET000540,CUST081748,ATM Withdrawal Failed,2024-10-15,10
TICKET000541,CUST022654,Poor Customer Service,2024-08-12,5
TICKET000542,CUST087125,Mobile App Issues,2025-03-01,8
TICKET000543,CUST007947,Account Locked,2025-04-16,0
TICKET000544,CUST040297,Card Not Working,2025-04-28,3
TICKET000545,CUST060898,Incorrect Charges,2025-03-03,8
TICKET000546,CUST099835,Delayed Refund,2025-04-01,10
TICKET000547,CUST096825,Loan Application Rejected,2025-04-27,9
TICKET000548,CUST023951,Delayed Refund,2024-12-09,2
TICKET000549,CUST026759,Unauthorized Transaction,2024-05-31,9
TICKET000550,CUST073900,Loan Application Rejected,2025-03-05,7
TICKET000551,CUST079917,KYC Verification Delay,2024-09-03,10
TICKET000552,CUST089689,Poor Customer Service,2025-04-20,2
TICKET000553,CUST066037,ATM Withdrawal Failed,2025-03-01,3
TICKET000554,CUST098350,Loan Application Rejected,2024-05-13,7
TICKET000555,CUST009666,Loan Application Rejected,2024-08-09,2
TICKET000556,CUST088879,Poor Customer Service,2024-12-25,2
TICKET000557,CUST071228,Poor Customer Service,2024-05-31,7
TICKET000558,CUST008509,Unauthorized Transaction,2025-02-18,1
TICKET000559,CUST070170,Card Not Working,2025-02-15,10
TICKET000560,CUST011677,Unauthorized Transaction,2025-02-08,2
TICKET000561,CUST005424,KYC Verification Delay,2025-01-15,9
TICKET000562,CUST078774,Delayed Refund,2024-11-10,4
TICKET000563,CUST021878,Account Locked,2024-12-05,4
TICKET000564,CUST034422,Mobile App Issues,2024-12-01,0
TICKET000565,CUST078462,ATM Withdrawal Failed,2024-09-09,10
TICKET000566,CUST080179,Incorrect Charges,2024-09-20,2
TICKET000567,CUST098055,Delayed Refund,2024-10-23,4
TICKET000568,CUST047585,Loan Application Rejected,2025-02-12,3
TICKET000569,CUST032819,Mobile App Issues,2024-11-22,2
TICKET000570,CUST076101,Delayed Refund,2025-02-08,9
TICKET000571,CUST055386,Card Not Working,2024-05-17,0
TICKET000572,CUST057688,Delayed Refund,2024-12-22,1
TICKET000573,CUST013831,KYC Verification Delay,2024-10-19,1
TICKET000574,CUST008457,KYC Verification Delay,2024-11-20,9
TICKET000575,CUST095486,Unauthorized Transaction,2024-09-05,6
TICKET000576,CUST008702,Loan Application Rejected,2024-07-12,8
TICKET000577,CUST042321,Unauthorized Transaction,2025-04-17,6
TICKET000578,CUST039592,Unauthorized Transaction,2025-01-17,8
TICKET000579,CUST017034,Delayed Refund,2024-12-20,8
TICKET000580,CUST024913,Card Not Working,2024-05-17,7
TICKET000581,CUST006161,Delayed Refund,2024-08-09,9
TICKET000582,CUST090928,Unauthorized Transaction,2025-02-04,3
TICKET000583,CUST061183,Unauthorized Transaction,2024-08-08,6
TICKET000584,CUST025127,ATM Withdrawal Failed,2025-01-24,3
TICKET000585,CUST082082,Mobile App Issues,2024-08-31,10
TICKET000586,CUST091089,Incorrect Charges,2024-08-20,9
TICKET000587,CUST077314,Card Not Working,2024-10-11,4
TICKET000588,CUST059306,Unauthorized Transaction,2024-10-23,6
TICKET000589,CUST009289,Unauthorized Transaction,2025-03-16,3
TICKET000590,CUST058322,Card Not Working,2024-06-10,10
TICKET000591,CUST053776,ATM Withdrawal Failed,2024-10-07,2
TICKET000592,CUST076129,Delayed Refund,2025-02-24,8
TICKET000593,CUST001263,Loan Application Rejected,2025-04-29,8
TICKET000594,CUST050232,Loan Application Rejected,2024-07-26,6
TICKET000595,CUST022449,KYC Verification Delay,2024-08-10,1
TICKET000596,CUST062621,ATM Withdrawal Failed,2024-06-18,5
TICKET000597,CUST049633,Loan Application Rejected,2024-07-07,1
TICKET000598,CUST044331,Mobile App Issues,2025-05-10,10
TICKET000599,CUST010144,Loan Application Rejected,2024-05-24,6
TICKET000600,CUST067262,Mobile App Issues,2025-02-26,6
TICKET000601,CUST016367,Card Not Working,2024-10-03,5
TICKET000602,CUST032887,Account Locked,2025-03-28,2
TICKET000603,CUST001671,Poor Customer Service,2025-04-26,3
TICKET000604,CUST090630,KYC Verification Delay,2024-06-06,9
TICKET000605,CUST081439,Mobile App Issues,2024-06-22,10
TICKET000606,CUST090621,KYC Verification Delay,2024-07-24,8
TICKET000607,CUST057498,KYC Verification Delay,2024-09-13,9
TICKET000608,CUST087458,Delayed Refund,2025-04-05,10
TICKET000609,CUST005028,KYC Verification Delay,2024-05-14,6
TICKET000610,CUST094931,Incorrect Charges,2025-04-23,9
TICKET000611,CUST096671,Mobile App Issues,2024-08-16,0
TICKET000612,CUST023242,Card Not Working,2024-06-01,10
TICKET000613,CUST011727,Unauthorized Transaction,2024-08-29,10
TICKET000614,CUST038002,ATM Withdrawal Failed,2024-08-14,8
TICKET000615,CUST088529,Poor Customer Service,2025-02-19,10
TICKET000616,CUST068930,Card Not Working,2025-04-17,1
TICKET000617,CUST066465,Loan Application Rejected,2025-05-01,1
TICKET000618,CUST052046,Unauthorized Transaction,2024-10-02,7
TICKET000619,CUST077793,ATM Withdrawal Failed,2024-09-06,4
TICKET000620,CUST001589,Card Not Working,2024-06-30,9
TICKET000621,CUST037696,Poor Customer Service,2024-08-13,3
TICKET000622,CUST048463,Mobile App Issues,2025-03-16,6
TICKET000623,CUST081164,Card Not Working,2024-08-17,6
TICKET000624,CUST091299,Delayed Refund,2025-03-13,2
TICKET000625,CUST005630,Mobile App Issues,2024-06-06,2
TICKET000626,CUST010437,Mobile App Issues,2025-02-08,4
TICKET000627,CUST046652,Unauthorized Transaction,2024-08-01,0
TICKET000628,CUST040145,Loan Application Rejected,2025-01-10,8
TICKET000629,CUST059605,KYC Verification Delay,2024-11-30,9
TICKET000630,CUST015549,Card Not Working,2024-07-07,3
TICKET000631,CUST027822,Unauthorized Transaction,2025-01-02,8
TICKET000632,CUST090374,Delayed Refund,2025-02-13,9
TICKET000633,CUST086212,Delayed Refund,2024-11-16,4
TICKET000634,CUST031249,KYC Verification Delay,2025-03-12,10
TICKET000635,CUST004431,Incorrect Charges,2024-09-27,7
TICKET000636,CUST037152,Unauthorized Transaction,2024-09-19,6
TICKET000637,CUST046686,Loan Application Rejected,2024-10-20,8
TICKET000638,CUST067955,Mobile App Issues,2024-10-05,8
TICKET000639,CUST033255,Account Locked,2024-09-06,2
TICKET000640,CUST089138,Delayed Refund,2025-03-27,1
TICKET000641,CUST047422,Account Locked,2025-01-20,10
TICKET000642,CUST005974,Incorrect Charges,2025-05-10,0
TICKET000643,CUST056773,Account Locked,2025-01-08,10
TICKET000644,CUST057156,Card Not Working,2024-09-26,6
TICKET000645,CUST097975,ATM Withdrawal Failed,2024-08-23,2
TICKET000646,CUST032377,Poor Customer Service,2024-08-23,10
TICKET000647,CUST016452,Incorrect Charges,2024-07-20,8
TICKET000648,CUST048189,ATM Withdrawal Failed,2024-09-17,0
TICKET000649,CUST061445,ATM Withdrawal Failed,2024-08-08,3
TICKET000650,CUST069347,Delayed Refund,2025-02-21,7
TICKET000651,CUST008217,Mobile App Issues,2025-04-30,8
TICKET000652,CUST069134,Delayed Refund,2024-07-10,5
TICKET000653,CUST061736,Loan Application Rejected,2025-04-05,7
TICKET000654,CUST099433,Loan Application Rejected,2024-12-26,3
TICKET000655,CUST050817,Account Locked,2024-09-11,6
TICKET000656,CUST001926,Loan Application Rejected,2024-07-06,7
TICKET000657,CUST078629,Poor Customer Service,2025-01-14,0
TICKET000658,CUST044103,Unauthorized Transaction,2024-05-15,3
TICKET000659,CUST051232,Unauthorized Transaction,2025-02-11,1
TICKET000660,CUST084049,Card Not Working,2024-09-24,9
TICKET000661,CUST040837,Card Not Working,2024-11-27,7
TICKET000662,CUST016445,Poor Customer Service,2024-11-04,6
TICKET000663,CUST063964,Card Not Working,2024-12-18,3
TICKET000664,CUST083309,Account Locked,2024-11-21,2
TICKET000665,CUST054897,ATM Withdrawal Failed,2024-07-25,6
TICKET000666,CUST013169,Account Locked,2025-01-18,2
TICKET000667,CUST021891,Delayed Refund,2024-09-10,2
TICKET000668,CUST075472,Mobile App Issues,2025-02-18,9
TICKET000669,CUST089087,Mobile App Issues,2025-03-06,0
TICKET000670,CUST000189,Unauthorized Transaction,2024-05-11,5
TICKET000671,CUST020024,Unauthorized Transaction,2024-12-12,2
TICKET000672,CUST025953,Poor Customer Service,2024-12-25,9
TICKET000673,CUST019909,Card Not Working,2025-02-15,2
TICKET000674,CUST046875,Loan Application Rejected,2024-12-12,3
TICKET000675,CUST052233,KYC Verification Delay,2024-08-26,6
TICKET000676,CUST031229,Card Not Working,2024-09-23,9
TICKET000677,CUST073525,ATM Withdrawal Failed,2024-12-05,5
TICKET000678,CUST000701,Delayed Refund,2025-01-27,1
TICKET000679,CUST059699,Card Not Working,2024-11-07,4
TICKET000680,CUST084363,Account Locked,2024-06-09,8
TICKET000681,CUST028396,ATM Withdrawal Failed,2024-05-21,8
TICKET000682,CUST076914,Incorrect Charges,2025-04-10,2
TICKET000683,CUST069343,Poor Customer Service,2025-04-29,8
TICKET000684,CUST051978,Delayed Refund,2024-06-21,0
TICKET000685,CUST019105,KYC Verification Delay,2025-04-05,5
TICKET000686,CUST095829,KYC Verification Delay,2024-12-25,3
TICKET000687,CUST089422,Mobile App Issues,2024-11-19,9
TICKET000688,CUST022750,ATM Withdrawal Failed,2024-07-15,1
TICKET000689,CUST042087,Unauthorized Transaction,2025-02-08,2
TICKET000690,CUST039652,Card Not Working,2024-08-20,4
TICKET000691,CUST090368,Card Not Working,2025-02-22,0
TICKET000692,CUST062079,Card Not Working,2025-03-23,2
TICKET000693,CUST082901,Delayed Refund,2025-05-09,7
TICKET000694,CUST038746,Account Locked,2025-02-18,9
TICKET000695,CUST000723,Mobile App Issues,2024-10-27,6
TICKET000696,CUST094966,Poor Customer Service,2024-07-22,5
TICKET000697,CUST091365,Delayed Refund,2025-01-31,7
TICKET000698,CUST073003,Unauthorized Transaction,2024-07-10,10
TICKET000699,CUST015374,Delayed Refund,2024-05-19,0
TICKET000700,CUST026952,Card Not Working,2024-06-13,7
TICKET000701,CUST042638,Delayed Refund,2024-07-28,2
TICKET000702,CUST062618,Poor Customer Service,2025-04-20,2
TICKET000703,CUST022267,Incorrect Charges,2024-10-20,5
TICKET000704,CUST022547,Card Not Working,2024-05-20,10
TICKET000705,CUST005518,Unauthorized Transaction,2025-05-04,4
TICKET000706,CUST002689,ATM Withdrawal Failed,2024-12-14,7
TICKET000707,CUST050201,KYC Verification Delay,2025-04-30,2
TICKET000708,CUST032861,Account Locked,2025-02-16,3
TICKET000709,CUST016112,Delayed Refund,2025-01-31,9
TICKET000710,CUST037274,Delayed Refund,2025-01-15,8
TICKET000711,CUST077694,Account Locked,2024-05-30,0
TICKET000712,CUST048538,Loan Application Rejected,2024-05-25,4
TICKET000713,CUST035269,Unauthorized Transaction,2024-09-14,2
TICKET000714,CUST024059,Account Locked,2024-07-13,7
TICKET000715,CUST098046,Incorrect Charges,2024-07-16,9
TICKET000716,CUST001360,ATM Withdrawal Failed,2024-11-20,5
TICKET000717,CUST060513,Incorrect Charges,2025-04-05,10
TICKET000718,CUST058056,ATM Withdrawal Failed,2024-07-02,8
TICKET000719,CUST012783,Incorrect Charges,2024-12-13,0
TICKET000720,CUST035399,Card Not Working,2025-04-06,8
TICKET000721,CUST025674,ATM Withdrawal Failed,2025-01-06,4
TICKET000722,CUST047234,Card Not Working,2025-02-01,4
TICKET000723,CUST081981,Mobile App Issues,2025-03-03,4
TICKET000724,CUST027951,Loan Application Rejected,2025-04-12,2
TICKET000725,CUST092110,Delayed Refund,2024-11-12,7
TICKET000726,CUST046299,Unauthorized Transaction,2024-06-23,8
TICKET000727,CUST015674,Loan Application Rejected,2025-01-17,3
TICKET000728,CUST090780,Poor Customer Service,2024-12-07,5
TICKET000729,CUST046194,Incorrect Charges,2025-02-09,1
TICKET000730,CUST048541,KYC Verification Delay,2024-05-24,10
TICKET000731,CUST049598,Poor Customer Service,2024-12-02,7
TICKET000732,CUST068937,ATM Withdrawal Failed,2024-09-13,6
TICKET000733,CUST029825,Unauthorized Transaction,2024-08-01,10
TICKET000734,CUST028290,ATM Withdrawal Failed,2024-05-30,10
TICKET000735,CUST029232,Mobile App Issues,2024-06-20,0
TICKET000736,CUST080939,Loan Application Rejected,2024-06-02,10
TICKET000737,CUST093301,Incorrect Charges,2025-03-16,9
TICKET000738,CUST006629,Unauthorized Transaction,2024-05-31,7
TICKET000739,CUST012261,Loan Application Rejected,2025-02-25,5
TICKET000740,CUST051543,Loan Application Rejected,2024-12-06,0
TICKET000741,CUST089542,KYC Verification Delay,2024-10-31,10
TICKET000742,CUST041264,Poor Customer Service,2024-08-15,2
TICKET000743,CUST049724,Unauthorized Transaction,2025-03-02,4
TICKET000744,CUST043601,Account Locked,2024-11-01,10
TICKET000745,CUST062224,KYC Verification Delay,2025-03-17,6
TICKET000746,CUST064201,Delayed Refund,2024-06-28,10
TICKET000747,CUST004467,Mobile App Issues,2024-09-30,2
TICKET000748,CUST045671,Delayed Refund,2024-09-27,10
TICKET000749,CUST038919,Incorrect Charges,2024-07-03,5
TICKET000750,CUST005741,Delayed Refund,2024-12-29,6
TICKET000751,CUST038207,Delayed Refund,2025-02-15,10
TICKET000752,CUST065345,Unauthorized Transaction,2024-06-10,8
TICKET000753,CUST046181,ATM Withdrawal Failed,2024-10-26,4
TICKET000754,CUST051708,Delayed Refund,2025-03-12,9
TICKET000755,CUST064776,Unauthorized Transaction,2024-05-16,3
TICKET000756,CUST005785,Unauthorized Transaction,2025-03-11,5
TICKET000757,CUST017718,Account Locked,2025-03-10,0
TICKET000758,CUST062082,Poor Customer Service,2025-01-16,10
TICKET000759,CUST064453,KYC Verification Delay,2025-01-04,5
TICKET000760,CUST059372,Account Locked,2024-06-18,10
TICKET000761,CUST096063,Card Not Working,2024-06-09,6
TICKET000762,CUST085221,Card Not Working,2024-12-13,2
TICKET000763,CUST084314,Loan Application Rejected,2024-12-11,10
TICKET000764,CUST091797,Incorrect Charges,2024-09-20,1
TICKET000765,CUST033449,Loan Application Rejected,2024-09-25,4
TICKET000766,CUST042188,Mobile App Issues,2024-07-21,1
TICKET000767,CUST040648,Poor Customer Service,2024-12-18,2
TICKET000768,CUST075703,KYC Verification Delay,2024-05-27,5
TICKET000769,CUST096295,Loan Application Rejected,2024-12-20,7
TICKET000770,CUST027281,Delayed Refund,2024-07-09,2
TICKET000771,CUST085752,Loan Application Rejected,2024-11-03,3
TICKET000772,CUST089010,Poor Customer Service,2025-05-06,5
TICKET000773,CUST071471,Account Locked,2025-02-26,3
TICKET000774,CUST044287,Poor Customer Service,2025-04-01,4
TICKET000775,CUST082036,Incorrect Charges,2024-12-07,1
TICKET000776,CUST008265,Loan Application Rejected,2025-01-25,10
TICKET000777,CUST095917,Card Not Working,2024-08-28,4
TICKET000778,CUST084862,Unauthorized Transaction,2024-12-31,7
TICKET000779,CUST042801,Mobile App Issues,2025-03-20,10
TICKET000780,CUST080515,Mobile App Issues,2024-10-18,8
TICKET000781,CUST091451,Unauthorized Transaction,2024-05-22,4
TICKET000782,CUST097774,Incorrect Charges,2025-03-19,10
TICKET000783,CUST028870,Unauthorized Transaction,2025-04-08,4
TICKET000784,CUST032798,Loan Application Rejected,2024-11-30,1
TICKET000785,CUST040887,Account Locked,2024-11-15,8
TICKET000786,CUST059156,Unauthorized Transaction,2024-08-10,6
